fuente_nombre,nombre,categoria,fecha_inicio,hora_inicio,fecha_termino,lugar,comuna,precio_min,link_evento
Passline,Elephant / Centro Arte Alameda,,2026-08-25,18:45:00,,Centro Arte Alameda/ Sala Ceina,Santiago,2500,https://www.passline.com/eventos/elephant-centro-arte-alameda
Municipalidad de Vitacura,"IX Festival Música de Cámara, Recital lírico",música,2026-08-25,19:00:00,,"Lo Matta Cultural, Av. Kennedy 9350",Vitacura,0,https://vitacura.cl/actividad/ix-festival-musica-de-camara-recital-lirico/
Municipalidad de Vitacura,Seis al Blues: Jam Session,música,2026-08-25,19:30:00,,"Sala Vitacura, Av. Bicentenario 3800",Vitacura,0,https://vitacura.cl/actividad/seis-al-blues-jam-session/
Passline,Volver al futuro / Cine Blondie en Centro Arte Alameda,,2026-08-25,20:15:00,,Centro Arte Alameda,Santiago,2500,https://www.passline.com/eventos/volver-al-futuro-cine-blondie-en-centro-arte-alameda
Passline,Cine Blondie: Volver al Futuro (+16),,2026-08-25,20:30:00,,CENTRO ARTE ALAMEDA,Santiago,12000,https://www.passline.com/eventos/cine-blondie-volver-al-futuro
Passline,NOA ★ MARTES 25 AGOSTO ★ Club Siete - Piso 4 Hotel W,,2026-08-25,22:00:00,,Club Siete,Las Condes,10000,https://www.passline.com/eventos/noa-martes-25-agosto-club-siete-piso-4-hotel-w
Universidad Adolfo Ibanez - Eventos,Ciclo Mujer y Política: Contralora Dorothy Pérez,,2026-08-26,11:30:00,,Peñalolén,Peñalolén,,https://www.uai.cl/eventos/gobierno/ciclo-mujer-y-politica-contralora-dorothy-perez
Universidad Adolfo Ibanez - Eventos,MBA DAY- Vive una experiencia inmersiva,,2026-08-26,14:00:00,,Vitacura,Vitacura,,https://www.uai.cl/eventos/negocios/mba-day-vive-una-experiencia-inmersiva
Municipalidad de Providencia,"Taller ""Suminagashi: marmoleado japonés para niños""",taller,2026-08-26,15:00:00,,Centro Cultural Montecarmelo,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Vitacura,Ciclo de charlas: Filmoarte,,2026-08-26,15:00:00,,"Vitaclub, Cleveland 8038",Vitacura,,https://vitacura.cl/actividad/ciclo-de-charlas-filmoarte-27/
Passline,Matapanki / Centro Arte Alameda,,2026-08-26,15:15:00,,Centro Arte Alameda,Santiago,2000,https://www.passline.com/eventos/matapanki-centro-arte-alameda-546342
Municipalidad de Providencia,Mi primer agamógrafo,,2026-08-26,16:00:00,,"Café Literario Parque Balmaceda, Av. Providencia 410",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Ciclo de Charlas: Grandes fotógrafas del siglo XX,,2026-08-26,16:30:00,,"Café Literario Parque Balmaceda, Av. Providencia 410",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Passline,El final de la Calle Oak / Centro Arte Alameda,,2026-08-26,16:45:00,,Centro Arte Alameda,Santiago,2500,https://www.passline.com/eventos/el-final-de-la-calle-oak-centro-arte-alameda-546334
Municipalidad de Vitacura,Cuentacuentos,,2026-08-26,17:00:00,,"Biblioteca, Av. San Josemaría Escrivá de Balaguer 6420",Vitacura,0,https://vitacura.cl/actividad/cuentacuentos-14/
Municipalidad de Vitacura,Cine en familia: Toy Story 4,cine,2026-08-26,17:30:00,,"Sala Vitacura, Av. Bicentenario 3800",Vitacura,0,https://vitacura.cl/actividad/cine-en-familia-toy-story-4/
Municipalidad de Providencia,"Ciclo de cine ""Crimen y más crimen""",cine,2026-08-26,18:00:00,,"Café Literario Parque Bustamante, Av. General Bustamante altura 50",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Museo de la Memoria y los Derechos Humanos,Taller Ruta de Memoria en Barrio Yungay,taller,2026-08-26,18:00:00,,Sala multiuso MMDH (piso -1),Santiago,0,https://mmdh.cl/cartelera/taller-ruta-de-memoria-en-barrio-yungay
Passline,Los Tetas Fiesta pregira (+18),,2026-08-26,18:00:00,,Vrava Club,Las Condes,30000,https://www.passline.com/eventos/los-tetas-la-despedida
Universidad Adolfo Ibanez - Eventos,Charla Alumni EN: “Las claves detrás de una contratación ejecutiva”,,2026-08-26,18:00:00,,Vitacura,Vitacura,,https://www.uai.cl/eventos/negocios/charla-alumni-en-las-claves-detras-de-una-contratacion-ejecutiva
Passline,Cortocircuito: Dirección de Fotografía en Centro Arte Alameda,,2026-08-26,18:45:00,,Centro Arte Alameda,Santiago,1000,https://www.passline.com/eventos/cortocircuito-direccion-de-fotografia-en-centro-arte-alameda
Passline,Demian The Rat Probando Quesito En Santiago !! (+16),,2026-08-26,19:00:00,,Palermo Teatro Bar,Providencia,13000,https://www.passline.com/eventos/demian-the-rat-probando-quesito-en-santiago
Passline,Julie (+14),,2026-08-26,19:30:00,,Sala 211 - Laboratorio escénico,Santiago,1500,https://www.passline.com/eventos/julie-541506
Passline,PANTHALASSA - Prismas de Navegación,,2026-08-26,20:00:00,,Centro Cultural Ceina,Santiago,,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion
Passline,Sergio Freire en Happy People (+20),,2026-08-26,20:00:00,,Teatro Happy People,Providencia,10000,https://www.passline.com/eventos/sergio-freire-en-happy-people-546068
Passline,Deportes Recoleta vs OHiggins,,2026-08-26,20:30:00,,Estadio Municipal de La Pintana,La Pintana,3000,https://www.passline.com/eventos/deportes-recoleta-vs-ohiggins
Passline,Teenage Sex and Death at Camp Miasma / Centro Arte Alameda,,2026-08-26,20:45:00,,Centro Arte Alameda,Santiago,2500,https://www.passline.com/eventos/teenage-sex-and-death-at-camp-miasma-centro-arte-alameda-546330
Passline,Rodrigo Villegas en Rustiko Huechuraba (+18),,2026-08-26,21:00:00,,Rustiko Huehuraba,Huechuraba,20000,https://www.passline.com/eventos/rodrigo-villegas-en-rustiko-huechuraba
Passline,HOT CUE ★ MIÉRCOLES 26 AGOSTO ★ Club Siete - Piso 4 Hotel W,,2026-08-26,22:00:00,,Club Siete,Las Condes,10000,https://www.passline.com/eventos/hot-cue-miercoles-26-agosto-club-siete-piso-4-hotel-w
Passline,FIESTA ELEVEN BESITO EN LA BARRA EN ILLUMINATI ! SHOW EN VIVO SORPRESA #DIVADELPOP (+18),,2026-08-26,23:30:00,,Illuminati,Recoleta,8000,https://www.passline.com/eventos/fiestaoliverbesitoenlabarra
Municipalidad de Vitacura,Workshop: “Me reconozco y potencio mi relato”,taller,2026-08-27,09:30:00,,"Casa del Encuentro, Eduardo Marquina 3942",Vitacura,,https://vitacura.cl/actividad/workshop-me-reconozco-y-potencio-mi-relato/
Municipalidad de Providencia,Capacitación Lab881,,2026-08-27,10:00:00,,Hub Providencia,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Taller de apresto “Tu experiencia vale: Claves para la búsqueda laboral”,taller,2026-08-27,10:00:00,,Los Jesuitas 881,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Vitacura,Taller Sociolaboral,taller,2026-08-27,10:00:00,,"San Félix 1318, sala 1",Vitacura,,https://vitacura.cl/actividad/taller-sociolaboral-18/
Universidad Adolfo Ibanez - Eventos,Explorando las capacidades generativas de las máquinas de Boltzmann aplicadas a sistemas sociales,,2026-08-27,13:30:00,,Peñalolén,Peñalolén,,https://www.uai.cl/eventos/ingenieria-y-ciencias/explorando-las-capacidades-generativas-de-las-maquinas-de-boltzmann-aplicadas-a-sistemas-sociales
Municipalidad de Providencia,Club de lectura Clásicos Intimidantes,,2026-08-27,15:00:00,,"Café Literario Santa Isabel, Av. Santa Isabel 1240",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Passline,Sunset Andes Winter | Ago - 4 Edición,,2026-08-27,15:30:00,,El Colorado Centro de Ski,Lo Barnechea,,https://www.passline.com/eventos/sunset-andes-winter-ago-4-edicion
Municipalidad de Providencia,Taller de lectura y escritura: Juan Rulfo,taller,2026-08-27,16:00:00,,"Café Literario Parque Bustamante, Av. General Bustamante altura 50",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Cartografías de lo invisible: arte y metafísica en Roberto Matta,,2026-08-27,16:00:00,,"Biblioteca Municipal, Manuel Montt 101",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Actualizaciones del Laberinto: analizando los cuentos de Borges,,2026-08-27,16:00:00,,"Café Literario Parque Balmaceda, Av. Providencia 410",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,“El buzón de las impuras”: Diálogo abierto con Francisca Solar,,2026-08-27,18:00:00,,"Biblioteca Bellavista, Constitución 85",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Universidad Adolfo Ibanez - Eventos,"La revolución teológico-biopolítica: crear, organizar, gobernar la realidad",,2026-08-27,18:00:00,,Campus Pdte. Errázuriz,,,https://www.uai.cl/eventos/artesliberales/la-revolucion-teologico-biopolitica-crear-organizar-gobernar-la-realidad
Centro de Estudios Públicos (CEP),Más allá de las utilidades: cómo evaluar a las empresas públicas,,2026-08-27,18:30:00,,"Auditorio CEP, Monseñor Sótero Sanz 162",Providencia,0,https://www.cepchile.cl/eventos/mas-alla-de-las-utilidades-como-evaluar-a-las-empresas-publicas/
Universidad Adolfo Ibanez - Eventos,"Club del café: conecta, crea y disfruta",,2026-08-27,18:30:00,,Campus Pdte. Errázuriz,,,https://www.uai.cl/eventos/universidad/club-del-cafe-conecta-crea-y-disfruta
Municipalidad de Providencia,Concierto Orquesta de Cámara de Chile,música,2026-08-27,19:00:00,,"Centro Deportivo El Aguilucho, Arzobispo Fuenzalida 2615",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Museo de la Memoria y los Derechos Humanos,Luna 1939 - Ciclo de Teatro,teatro,2026-08-27,19:00:00,2026-08-28,Auditorio MMDH,Santiago,0,https://mmdh.cl/cartelera/luna-1939-ciclo-de-teatro
Museo de la Memoria y los Derechos Humanos,Ciclo de Teatro de Memorias Compartidas,teatro,2026-08-27,19:00:00,2026-09-05,Auditorio MMDH,Santiago,0,https://mmdh.cl/cartelera/ciclo-de-teatro-de-memorias-compartidas
Passline,CLASES DE CUECA Y SALSA MÁS CUECAS EN VIVO 27/08 (+18),,2026-08-27,19:00:00,,BAR VICTORIA,Pedro Aguirre Cerda,5000,https://www.passline.com/eventos/clases-de-cueca-y-salsa-mas-cuecas-en-vivo-2708
Passline,Volare - Experiencia gastronómica (+18),,2026-08-27,19:00:00,,Centro parque,Las Condes,79990,https://www.passline.com/eventos/volare-experiencia-gastronomica-524217
Passline,Sigrid y los Claveles / 27 de Agosto,,2026-08-27,19:00:00,,PICA14 / Paseo Intermodal Catorce,La Florida,12000,https://www.passline.com/eventos/sigrid-y-los-claveles-27-de-agosto
Passline,Julie (+14),,2026-08-27,19:30:00,,Sala 211 - Laboratorio escénico,Santiago,1500,https://www.passline.com/eventos/julie-541507
Municipalidad de Vitacura,Concierto internacional de cuerdas,música,2026-08-27,20:00:00,,"Parroquia San Juan Apóstol, Jacques Cazotte 5600",Vitacura,0,https://vitacura.cl/actividad/concierto-internacional-de-cuerdas/
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos? (+14)",,2026-08-27,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542742
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-27,20:00:00,,Puente Alto,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542594
Passline,UN SHOW DE COMEDIA CON PEDRO RUMINOT - PAINE (+16),,2026-08-27,20:00:00,,Teatro Municipal de Paine,Paine,,https://www.passline.com/eventos/un-show-de-comedia-con-pedro-ruminot-paine
Passline,ARRUINARSE,,2026-08-27,20:00:00,,Teatro Fiebre,Providencia,10000,https://www.passline.com/eventos/arruinarse
Passline,VOLVER A LA LEY - SESIONES 88 / 90 (+18),,2026-08-27,20:00:00,,CLUB CHOCOLATE,Recoleta,25000,https://www.passline.com/eventos/volver-a-la-ley-sesiones-88-90
Passline,PANTHALASSA - Prismas de Navegación,,2026-08-27,20:00:00,,Centro Cultural Ceina,Santiago,,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion-533181
Passline,Bombo Fica: 40 años de humor y no me di cuenta,,2026-08-27,20:00:00,,Auditorio Caja Compensación Los Andres,Santiago,25000,https://www.passline.com/eventos/bombo-fica-40-anos-de-humor-y-no-me-di-cuenta
Passline,Doble Vector y Ultrazord en Vivo! (+0),,2026-08-27,21:00:00,,Rockstar Karaoke,Providencia,3000,https://www.passline.com/eventos/doble-vector-y-ultrazord-en-vivo
Passline,Miss Grand Fashion Show (+16),,2026-08-27,21:00:00,,Club Seven,Vitacura,15000,https://www.passline.com/eventos/miss-grand-fashion-show
Passline,PISO 4 - BY COCKTAIL SESSIONS - CLUB SIETE - JUE 27 (+20),,2026-08-27,22:00:00,,Club Siete,Las Condes,10000,https://www.passline.com/eventos/piso-4-by-cocktail-sessions-club-siete-jue-27
Passline,Yamila Reyna en Mystic Valley,,2026-08-27,22:00:00,,Mystic Valley,Lampa,10000,https://www.passline.com/eventos/yamila-reyna-en-mystic-valley
Passline,Darinka González Cabezona Show Free,,2026-08-27,22:00:00,,Distrito 04,San Miguel,,https://www.passline.com/eventos/darinka-gonzalez-cabezona-show-free
Passline,Rodrigo Salinas en Happy People (+18),,2026-08-27,22:00:00,,Teatro Happy People,Providencia,7000,https://www.passline.com/eventos/rodrigo-salinas-en-happy-people-546908
Passline,Fonda Wynwood (+19),,2026-08-27,22:00:00,,Teatro Alicia,Lo Barnechea,13000,https://www.passline.com/eventos/fonda-wynwood
Passline,"JUEVES LOWKEY EN CLUB LA RUBIA “NOCHE DE GALA” / JUE 27 AGOSTO, 23HRS (+18)",,2026-08-27,23:00:00,,CLUB LA RUBIA,Las Condes,10000,https://www.passline.com/eventos/jueves-lowkey-en-club-la-rubia-noche-de-gala-jue-27-agosto-23hrs
Passline,LA FERIA CLUB - JUEVES 27 DE AGOSTO (+18),,2026-08-27,23:00:00,,La Feria,Providencia,17000,https://www.passline.com/eventos/la-feria-club-jueves-27-de-agosto
Passline,EUPHORIA • THE BIRTHDAY QUEENS (+17),,2026-08-27,23:30:00,,Blondie,Santiago,3000,https://www.passline.com/eventos/euphoria-the-birthday-queens
Municipalidad de Las Condes (talleres),"Los Beatles, 60 años de Revolver",música,2026-08-28,,,Teatro Centro Cultural Las Condes,Las Condes,,https://www.lascondes.cl/vive-las-condes/panorama-mensual/
Universidad Adolfo Ibanez - Eventos,Mas allá de prompt engineering: medición cualitativa a escala con IA,,2026-08-28,,,Peñalolén,Peñalolén,,https://www.uai.cl/eventos/gobierno/mas-alla-de-prompt-engineering-medicion-cualitativa-a-escala-con-ia
Passline,La gran fiesta chilena,,2026-08-28,09:00:00,,CUCA BUIN,San Bernardo,10000,https://www.passline.com/eventos/la-gran-fiesta-chilena
Universidad Adolfo Ibanez - Eventos,Seguridad y libertad: ¿hasta dónde estamos dispuestos a ceder?,,2026-08-28,09:00:00,,Vitacura,Vitacura,,https://www.uai.cl/eventos/gobierno/seguridad-y-libertad-hasta-donde-estamos-dispuestos-a-ceder
Municipalidad de Vitacura,Ciclo de charlas: “Imperios de Oriente”,,2026-08-28,11:00:00,,"Lo Matta Cultural, Av. Kennedy 9350",Vitacura,0,https://vitacura.cl/actividad/ciclo-de-charlas-imperios-de-oriente-4/
Universidad Adolfo Ibanez - Eventos,Seminario de Historia Económica,,2026-08-28,11:00:00,,Peñalolén,Peñalolén,,https://www.uai.cl/eventos/artesliberales/seminario-de-historia-economica
Municipalidad de Providencia,"Operativo ""Activando Providencia"" - Plaza Loreto Cousiño",,2026-08-28,16:00:00,,Las Hortensias con Carlos Silva Vildósola,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Viernes de cuentos y fantasías,,2026-08-28,16:00:00,,"Café Literario Santa Isabel, Av. Santa Isabel 1240",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Viernes de cuentos en Balmaceda,,2026-08-28,16:30:00,,"Café Literario Parque Balmaceda, Av. Providencia 410",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,Bigotes de agosto: todo sobre los gatos,,2026-08-28,16:30:00,,"Biblioteca Bellavista, Constitución 85",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Passline,Grey Gardens / Centro Arte Alameda,,2026-08-28,17:00:00,,Centro Arte Alameda,Santiago,2000,https://www.passline.com/eventos/grey-gardens-centro-arte-alameda
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-28,18:00:00,,Puente Alto,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542566
Passline,Paranoid Park / Centro Arte Alameda,,2026-08-28,19:00:00,,Centro Arte Alameda,Santiago,2500,https://www.passline.com/eventos/paranoid-park-centro-arte-alameda
Passline,Pullman Xchange - El poder de la Resilencia (+18),,2026-08-28,19:00:00,,Pullman Santiago Vitacura,Vitacura,50000,https://www.passline.com/eventos/pullman-xchange-el-poder-de-la-resilencia
Passline,FADE OUT* (+21),,2026-08-28,19:00:00,,Trilab,Santiago,5000,https://www.passline.com/eventos/fade-out-539112
Passline,Concierto Orquesta Toki Rapa Nui,,2026-08-28,19:30:00,,"Teatro Giuseppe Verdi, Scuola Italiana",Las Condes,10000,https://www.passline.com/eventos/concierto-orquesta-toki-rapa-nui
Passline,Julie (+14),,2026-08-28,19:30:00,,Sala 211 - Laboratorio escénico,Santiago,1500,https://www.passline.com/eventos/julie-541508
Municipalidad de Vitacura,VCOOL – Pasamos Agosto,,2026-08-28,20:00:00,,"Club de Bridge Santiago, Av. San Josemaría Escrivá de Balaguer 5428",Vitacura,,https://vitacura.cl/actividad/vcool-pasamos-agosto/
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos? (+14)",,2026-08-28,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542743
Passline,CLAUDIO VALENZUELA – GIRA ALFIN (+18),,2026-08-28,20:00:00,,CLUB AMANDA,Vitacura,22000,https://www.passline.com/eventos/claudio-valenzuela-gira-alfin
Passline,Chile Food&Wine (+21),,2026-08-28,20:00:00,,Hotel Boutique Ladera,Providencia,50000,https://www.passline.com/eventos/chile-foodwine-542907
Passline,LA BAND ON THE EN CONCIERTO,,2026-08-28,20:00:00,,Teatro Fiebre,Providencia,12000,https://www.passline.com/eventos/la-band-on-the-en-concierto
Passline,Aguanten las cabras Vol.1,,2026-08-28,20:00:00,,Estadio Recoleta,Recoleta,,https://www.passline.com/eventos/aguanten-las-cabras-vol1
Passline,PANTHALASSA - Prismas de Navegación,,2026-08-28,20:00:00,,Centro Cultural Ceina,Santiago,,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion-533183
Passline,El Reencuentro con Luis Boicot,,2026-08-28,20:00:00,,MD Pizzas,Santiago,8000,https://www.passline.com/eventos/el-reencuentro-con-luis-boicot
Passline,DESPECHADOS (+18),,2026-08-28,20:00:00,,muranos resto bar,Santiago,5000,https://www.passline.com/eventos/despechados
Passline,RANCHO NIGHTS,,2026-08-28,20:00:00,,RANCHO X,Las Condes,5990,https://www.passline.com/eventos/rancho-nights
Passline,CAMISETA 22 Y CUECAS CON ANTOLOGÍA CHILENA (+18),,2026-08-28,20:00:00,,BAR VICTORIA,Pedro Aguirre Cerda,15000,https://www.passline.com/eventos/camiseta-22-y-cuecas-con-antologia-chilena
Passline,Metal Allegiance VL 2,,2026-08-28,20:30:00,,Bar Oxido,Recoleta,5000,https://www.passline.com/eventos/metal-allegiance-vl-2
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-28,20:30:00,,Puente Alto,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542580
Passline,Aura ★ VIERNES 28 AGOSTO ★ (+24),,2026-08-28,20:30:00,,Aura club,Vitacura,8000,https://www.passline.com/eventos/aura-viernes-28-agosto
Passline,"🔥🎶 ¡ CRIS IBARRA, EL RONQUITO DE LA CUMBIA! 🎶🔥",,2026-08-28,21:00:00,,EL CHANCHO CON CHALECO,Maipú,5000,https://www.passline.com/eventos/cris-ibarra-el-ronquito-de-la-cumbia
Passline,PRÓFUGOS: Peter Blue x Noise Mafia (+18),,2026-08-28,21:00:00,,Complejo Industrial / Estacion Central,Estacion Central,28000,https://www.passline.com/eventos/profugos-peter-blue-x-noise-mafia
Passline,TECHNOBUS - 28 AGOSTO (+18),,2026-08-28,21:30:00,,TECHNOBUS,Santiago,14000,https://www.passline.com/eventos/technobus-28-agosto
Passline,DIA DE LA CHORRILLANA,,2026-08-28,21:30:00,,La chimenea,Santiago,11900,https://www.passline.com/eventos/dia-de-la-chorrillana
Passline,"🍃 INAUGURACIÓN FIESTA LA MONGA 🦍 - “Desata el gorila que llevas dentro” / VIER 28 agosto - ÑUÑOA, Santiago 📍 (+18)",,2026-08-28,22:00:00,,Fiesta LA MONGA,Ñuñoa,5000,https://www.passline.com/eventos/inauguracion-fiesta-la-monga-desata-el-gorila-que-llevas-dentro-vier-14-agosto-nunoa-santiago
Passline,Amerikan Sound en vivo en Montañita Las Vizcachas (+18),,2026-08-28,22:00:00,,Montañita Las Vizcachas,Puente Alto,10000,https://www.passline.com/eventos/amerikan-sound-en-vivo-en-montanita-las-vizcachas
Passline,Confesiones con La Abu,,2026-08-28,22:00:00,,Donde La Chipi,Santiago,5000,https://www.passline.com/eventos/confesiones-con-la-abu
Passline,Confesiones y Copas,,2026-08-28,22:00:00,,Bar Teatro Fiebre,Providencia,5000,https://www.passline.com/eventos/confesiones-y-copas
Passline,SOCIAL W ★ VIERNES 28 AGOSTO ★ Club Siete - Piso 4 Hotel W,,2026-08-28,22:00:00,,Club Siete,Las Condes,10000,https://www.passline.com/eventos/social-w-viernes-28-agosto-club-siete-piso-4-hotel-w
Passline,Pank en Happy People (+18),,2026-08-28,22:00:00,,Teatro Happy People,Providencia,7000,https://www.passline.com/eventos/pank-en-happy-people-546910
Passline,Joris Voorn presenta TRIP TO GALAXY,,2026-08-28,22:00:00,,Parque Titanium,Las Condes,40000,https://www.passline.com/eventos/joris-voorn-presenta-trip-to-galaxy
Passline,NOVA VIBES || TERRAZA ARRAYÁN || VIERNES 28 AGOSTO,,2026-08-28,22:00:00,,Terraza Arrayan,Lo Barnechea,5000,https://www.passline.com/eventos/nova-vibes-terraza-arrayan-viernes-28-agosto
Passline,LA FERIA CLUB - VIERNES 28 DE AGOSTO (+18),,2026-08-28,23:00:00,,La Feria,Providencia,17000,https://www.passline.com/eventos/la-feria-club-viernes-28-de-agosto
Passline,La Cero se viste a la moda (+18),,2026-08-28,23:00:00,,Espacio Cero,San Miguel,6000,https://www.passline.com/eventos/la-cero-se-viste-a-la-moda
Passline,LA ÉLITE - EL REGRESO (+18),,2026-08-28,23:00:00,,La Suite Chicureo,Colina,5000,https://www.passline.com/eventos/la-elite-el-regreso
Passline,R.E.D (+18),,2026-08-28,23:00:00,,CLUB CLIMAX,Recoleta,5000,https://www.passline.com/eventos/red
Passline,Todo Vale en Tom House - Viernes 28 de Agosto (+21),,2026-08-28,23:00:00,,Tom House,Providencia,11000,https://www.passline.com/eventos/todovaleviernes
Passline,Skins Party - 4 Pistas de Baile* (+18),,2026-08-28,23:30:00,,Blondie,Alhué,9500,https://www.passline.com/eventos/skins-party-4-pistas-de-baile
Passline,Lanzamiento Festival Vista Baker,,2026-08-29,09:00:00,,Kifit - Vitacura,Vitacura,,https://www.passline.com/eventos/lanzamiento-festival-vista-baker
Municipalidad de Providencia,Feria Empart,feria,2026-08-29,10:00:00,,Empart Plaza Jacarandá,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Passline,3D Printer Party 2026 Dia 1,,2026-08-29,10:00:00,,Omnium,Las Condes,8500,https://www.passline.com/eventos/3d-printer-party-2026-dia-1
Passline,Latin American TAAT World Championship Chile 2026,,2026-08-29,10:00:00,,Aldea Encuentro,La Reina,10000,https://www.passline.com/eventos/latin-american-taat-world-championship-chile-2026
Universidad Adolfo Ibanez - Eventos,Voluntariado Alumni UAI: Plantando nuestro futuro Peñalolén,,2026-08-29,10:00:00,,Peñalolén,Peñalolén,,https://www.uai.cl/eventos/universidad/voluntariado-alumni-uai-plantando-nuestro-futuro-penalolen
Municipalidad de Providencia,Emociones en pantalla: Cine Kids en Balmaceda,cine,2026-08-29,11:00:00,,"Café Literario Parque Balmaceda, Av. Providencia 410",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,"Taller ""Danza Creativa""",taller,2026-08-29,11:00:00,,Centro Cultural Montecarmelo,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,"Los Reyes Malditos: hierro, corona y sangre",,2026-08-29,11:00:00,,"Biblioteca Municipal, Manuel Montt 101",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Providencia,"Taller ""Tu primer circuito con Arduino""",taller,2026-08-29,11:00:00,,Centro Cultural Montecarmelo,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Municipalidad de Vitacura,Taller de cueca,taller,2026-08-29,11:00:00,,"Lo Matta Cultural, Av. Kennedy 9350",Vitacura,,https://vitacura.cl/actividad/taller-de-cueca-2/
Municipalidad de Vitacura,Sábado de Cuentacuentos,,2026-08-29,12:00:00,,"Biblioteca, Av. San Josemaría Escrivá De Balaguer 6420",Vitacura,0,https://vitacura.cl/actividad/sabado-de-cuentacuentos/
Museo de la Memoria y los Derechos Humanos,Los niños del Winnipeg - Ciclo de Teatro,teatro,2026-08-29,12:00:00,2026-09-05,Auditorio MMDH,Santiago,0,https://mmdh.cl/cartelera/los-ninos-del-winnipeg-ciclo-de-teatro
Municipalidad de Providencia,Visitas Guiadas por Montecarmelo,,2026-08-29,12:30:00,,Centro Cultural Montecarmelo,Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
Passline,Catao,,2026-08-29,12:30:00,,Drip Café,Providencia,9900,https://www.passline.com/eventos/catao
Passline,Meet and Drink La Previa (+18),,2026-08-29,14:00:00,,Hotel Cumbres Lastarria,Santiago,20000,https://www.passline.com/eventos/meet-and-drink-la-previa
Passline,Párense De Pies 2,,2026-08-29,15:00:00,,cultura boxing,Ñuñoa,2000,https://www.passline.com/eventos/parense-de-pies-2
Passline,Sonora (+20),,2026-08-29,15:00:00,,Taringuita Farellones,Lo Barnechea,40000,https://www.passline.com/eventos/sonora
Passline,Peña Agrupación Folklórica Paqariy 2026,,2026-08-29,15:30:00,,Colegio Manquecura Ciudad Del Este,Puente Alto,3000,https://www.passline.com/eventos/pena-agrupacion-folklorica-paqariy-2026
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-29,15:30:00,,Puente Alto,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542589
Municipalidad de Providencia,"Conversatorio LDP Magazine ""Dragón” de José Luis Flores",,2026-08-29,16:00:00,,"Biblioteca Municipal, Manuel Montt 101",Providencia,0,https://providencia.cl/provi/2026-actividades-de-agosto
