banco,comercio,direccion,comuna,lat,lon,logo,dias,monto,tope,vigencia,sitio_web,categoria,url
Santander,Fork,,La Reina,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Las Condes,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Lo Barnechea,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Providencia,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Santiago,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Macul,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Vitacura,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Fork,,Ñuñoa,,,https://banco.santander.cl/uploads/000/049/282/c00f7d20-da41-4696-b413-6e301433fb6f/original/Logonuevo_Forknegro.png,viernes,40% dcto.,40000,2026-09-30,https://www.forkchile.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/fork-4
Santander,Work/Café,,Las Condes,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Vitacura,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,La Reina,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Providencia,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Ñuñoa,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Santiago,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,San Joaquín,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Huechuraba,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Lo Barnechea,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Independencia,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,Work/Café,,Maipú,,,https://banco.santander.cl/uploads/000/046/181/6d308530-1fa2-4099-8eca-b039427cd46c/original/logo2_wk.jpg,lunes;martes;miercoles;jueves;viernes,40% dcto. todos los lunes y 30% dcto. de martes a viernes,,2026-09-30,https://www.workcafe.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/work-cafe-4
Santander,eCook,,,,,https://banco.santander.cl/uploads/000/046/170/74fd6133-cbee-4f49-8175-4b24d3a40da1/original/logo_ecook.jpg,martes;jueves,40% dcto.,,2026-09-30,https://descubre.ecook.cl/santander,restaurantes,https://banco.santander.cl/beneficios/promociones/ecook-4
Santander,Dominó,,Las Condes,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,La Reina,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Providencia,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Vitacura,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Santiago,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Ñuñoa,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Peñalolén,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Macul,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Recoleta,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,La Florida,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Huechuraba,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Puente Alto,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Maipú,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,Dominó,,Independencia,,,https://banco.santander.cl/uploads/000/059/793/2a7b1c81-b5e8-40d6-843a-d8639581a62a/original/Untitled_design_17_.png,martes,40% dcto. en App Club Dominó y 20% dcto. en locales,,2026-09-30,https://domino.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/domino-2
Santander,CuracaRibs,,La Florida,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
Santander,CuracaRibs,,Cerrillos,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
Santander,CuracaRibs,,Las Condes,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
