banco,comercio,direccion,comuna,lat,lon,logo,dias,monto,tope,vigencia,sitio_web,categoria,url
Bci,Bar Porfirio,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Bar-Porfirio_2d54a96e_19-0_4.png,martes;miercoles;jueves;viernes;sabado,25% descuento,50000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/de-martes-a-sabado-en-providencia-xj8u07j
Bci,Antonella Bar,,Las Condes,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Antonella-Bar_794f0f1c_19-32_4.png,lunes;martes;miercoles;domingo,20% descuento,,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-beneficio-en-ambas-sucursales-de-las-condes-y-vitacura-crjp5sl
Bci,Antonella Bar,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Antonella-Bar_794f0f1c_19-32_4.png,lunes;martes;miercoles;domingo,20% descuento,,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-beneficio-en-ambas-sucursales-de-las-condes-y-vitacura-crjp5sl
Bci,Hijo del Inca,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Hijo-del-Inca_b8d75bb5_13-40_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/jueves-en-la-reina-y-providencia-3dkodv
Bci,Hijo del Inca,,La Reina,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Hijo-del-Inca_b8d75bb5_13-40_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/jueves-en-la-reina-y-providencia-3dkodv
Bci,Impasto Restobar,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Impasto-Restobar_37d75ca9_13-46_4.png,miercoles;viernes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/miercoles-y-viernes-en-providencia-sl3au9a
Bci,Inari Sushi,,San Miguel,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Inari-Sushi_d952a7a6_13-48_4.png,martes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/martes-de-sushi-en-san-miguel-u4ajqrs
Bci,Jerónimo,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Jer%C3%B3nimo_1c1a756a_14-51_4.png,martes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/los-martes-en-la-galeria-cv-pi09bdl
Bci,Kató Tasty Caos,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Kat%C3%B3-Tasty-Caos_38b773b0_14-40_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-beneficio-los-viernes-en-isidora-goyenechea-77wc2jk
Bci,La Parrilla del Guaton Jerez,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Parrilla-del-Guat_b4d89f62_20-49_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/vive-una-experiencia-en-parrilladas-en-vitacura-1oxsboq
